"ID";"Airports";"Periods";"CrossCountryFlights_1";"LocalFlights_2";"TotalFlights_3";"Scheduled_4";"NonScheduled_5";"TotalArrivalsFlights_6";"Scheduled_7";"NonScheduled_8";"TotalDeparturesFlights_9";"Scheduled_10";"NonScheduled_11";"TotalPassengers_12";"Scheduled_13";"NonScheduled_14";"TotalArrivalsPassengers_15";"Scheduled_16";"NonScheduled_17";"TotalDeparturesPassengers_18";"Scheduled_19";"NonScheduled_20";"TotalCountryOfOriginDestination_21";"EuropeTotal_22";"EUCountries_23";"OtherEurope_24";"TotalIntercontinentalPassengers_25";"Africa_26";"NorthAfrica_27";"WestAfrica_28";"CentralAfrica_29";"EastAfrica_30";"SouthAfrica_31";"America_32";"NorthAmerica_33";"CentralAmerica_34";"SouthAmerica_35";"Asia_36";"WestAsia_37";"SouthEastAsia_38";"NorthEastAsia_39";"Oceania_40";"OtherUnknown_41";"Unknown_42";"TotalCargo_43";"ScheduledCargo_44";"NonScheduledCargo_45";"TotalUnloadedCargo_46";"ScheduledCargo_47";"NonScheduledCargo_48";"TotalLoadedCargo_49";"ScheduledCargo_50";"NonScheduledCargo_51";"TotalCountryOfOriginDestination_52";"EuropeTotalCargo_53";"EUCountries_54";"OtherEurope_55";"TotalIntercontinentalCargo_56";"Africa_57";"NorthAfrica_58";"WestAfrica_59";"CentralAfrica_60";"EastAfrica_61";"SouthAfrica_62";"America_63";"NorthAmerica_64";"CentralAmerica_65";"SouthAmerica_66";"Asia_67";"WestAsia_68";"SouthEastAsia_69";"NorthEastAsia_70";"Oceania_71";"OtherUnknown_72";"Unknown_73";"TotalMail_74";"ScheduledMail_75";"NonScheduledCargoMail_76";"TotalUnloadedMail_77";"ScheduledMail_78";"NonScheduledMail_79";"TotalLoadedMail_80";"ScheduledMail_81";"NonScheduledMail_82";"TotalCountryOfOriginDestination_83";"EuropeTotalMail_84";"EUCountries_85";"OtherEurope_86";"TotalIntercontinentalMail_87";"Africa_88";"NorthAfrica_89";"WestAfrica_90";"CentralAfrica_91";"EastAfrica_92";"SouthAfrica_93";"America_94";"NorthAmerica_95";"CentralAmerica_96";"SouthAmerica_97";"Asia_98";"WestAsia_99";"SouthEastAsia_100";"NorthEastAsia_101";"Oceania_102"
"1631";"A043591";"2017MM10";"    3314";"       0";"    3214";"    3127";"      87";"    1607";"    1563";"      44";"    1607";"    1564";"      43";"  536736";"  531332";"    5404";"  274190";"  271035";"    3155";"  262546";"  260297";"    2249";"  536736";"  524163";"  504180";"   19983";"   12573";"   12573";"   12573";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1632";"A043591";"2017MM11";"    2617";"       0";"    2499";"    2446";"      53";"    1249";"    1223";"      26";"    1250";"    1223";"      27";"  401036";"  399180";"    1856";"  207259";"  206328";"     931";"  193777";"  192852";"     925";"  401036";"  382674";"  372136";"   10538";"   18362";"   16296";"   16296";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    2066";"    2066";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1633";"A043591";"2017MM12";"    2500";"       0";"    2393";"    2336";"      57";"    1197";"    1155";"      42";"    1196";"    1181";"      15";"  372669";"  371432";"    1237";"  175621";"  174975";"     646";"  197048";"  196457";"     591";"  372669";"  355774";"  342841";"   12933";"   16895";"   14867";"   14867";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    2028";"    2028";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1634";"A043591";"2017KW04";"    8431";"       0";"    8106";"    7909";"     197";"    4053";"    3941";"     112";"    4053";"    3968";"      85";" 1310441";" 1301944";"    8497";"  657070";"  652338";"    4732";"  653371";"  649606";"    3765";" 1310441";" 1262611";" 1219157";"   43454";"   47830";"   43736";"   43736";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    4094";"    4094";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1635";"A043591";"2017JJ00";"   36487";"       0";"   34929";"   34057";"     872";"   17467";"   17000";"     467";"   17462";"   17057";"     405";" 5701220";" 5643097";"   58123";" 2837131";" 2808117";"   29014";" 2864089";" 2834980";"   29109";" 5701220";" 5547598";" 5322188";"  225410";"  153622";"  149528";"  149528";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    4094";"    4094";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1636";"A043591";"2018MM01";"    2747";"       0";"    2615";"    2580";"      35";"    1307";"    1287";"      20";"    1308";"    1293";"      15";"  398089";"  396843";"    1246";"  206081";"  205472";"     609";"  192008";"  191371";"     637";"  398089";"  381354";"  368980";"   12374";"   16735";"   15413";"   15413";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    1322";"    1322";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1637";"A043591";"2018MM02";"    2556";"       0";"    2417";"    2392";"      25";"    1209";"    1194";"      15";"    1208";"    1198";"      10";"  393080";"  391732";"    1348";"  191966";"  191324";"     642";"  201114";"  200408";"     706";"  393080";"  375144";"  364777";"   10367";"   17936";"   15816";"   15816";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    2120";"    2120";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1638";"A043591";"2018MM03";"    2899";"       0";"    2774";"    2744";"      30";"    1386";"    1368";"      18";"    1388";"    1376";"      12";"  452090";"  450928";"    1162";"  223641";"  223131";"     510";"  228449";"  227797";"     652";"  452090";"  431857";"  421409";"   10448";"   20233";"   17469";"   17469";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    2764";"    2764";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1639";"A043591";"2018KW01";"    8202";"       0";"    7806";"    7716";"      90";"    3902";"    3849";"      53";"    3904";"    3867";"      37";" 1243259";" 1239503";"    3756";"  621688";"  619927";"    1761";"  621571";"  619576";"    1995";" 1243259";" 1188355";" 1155166";"   33189";"   54904";"   48698";"   48698";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    6206";"    6206";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1640";"A043591";"2018MM04";"    3258";"       2";"    3151";"    3090";"      61";"    1577";"    1540";"      37";"    1574";"    1550";"      24";"  537248";"  532916";"    4332";"  261765";"  260120";"    1645";"  275483";"  272796";"    2687";"  537248";"  513978";"  497895";"   16083";"   23270";"   18921";"   18921";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    4349";"    4349";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1641";"A043591";"2018MM05";"    3576";"       0";"    3408";"    3314";"      94";"    1704";"    1648";"      56";"    1704";"    1666";"      38";"  585787";"  573856";"   11931";"  291447";"  285831";"    5616";"  294340";"  288025";"    6315";"  585787";"  562972";"  539248";"   23724";"   22815";"   18412";"   18412";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    4403";"    4403";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
"1642";"A043591";"2018MM06";"    3549";"       0";"    3406";"    3300";"     106";"    1703";"    1647";"      56";"    1703";"    1653";"      50";"  583746";"  570508";"   13238";"  288433";"  282070";"    6363";"  295313";"  288438";"    6875";"  583746";"  562550";"  536404";"   26146";"   21196";"   16779";"   16779";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"    4417";"    4417";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0"
